date,commodity,country,district,grade,price_type,price_lkr_per_kg,currency,unit,market_level,frequency,source,source_url
2021-02-22,black_pepper,Sri Lanka,Ratnapura,Grade 1,highest,1250.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Badulla,Grade 1,average,1146.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Badulla,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Colombo,Grade 1,average,1038.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Colombo,Grade 1,highest,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Galle,Grade 1,average,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Galle,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Gampaha,Grade 1,average,1120.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Gampaha,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Hambantota,Grade 1,average,1193.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Hambantota,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Kalutara,Grade 1,average,1050.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Kalutara,Grade 1,highest,1080.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Kandy,Grade 1,average,1139.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Kandy,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Kegalle,Grade 1,average,1175.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Kegalle,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Kurunegala,Grade 1,average,1067.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Kurunegala,Grade 1,highest,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Matale,Grade 1,average,1175.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Matale,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Matara,Grade 1,average,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Matara,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Monaragala,Grade 1,average,1204.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Monaragala,Grade 1,highest,1220.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,National,Grade 1,average,1133.43,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,National,Grade 1,highest,1220.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Nuwara Eliya,Grade 1,average,1145.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Nuwara Eliya,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Ratnapura,Grade 1,average,1172.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-04,black_pepper,Sri Lanka,Ratnapura,Grade 1,highest,1180.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Badulla,Grade 1,average,1171.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Badulla,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Colombo,Grade 1,average,1088.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Colombo,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Galle,Grade 1,average,1130.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Galle,Grade 1,highest,1140.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Gampaha,Grade 1,average,1105.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Gampaha,Grade 1,highest,1120.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Hambantota,Grade 1,average,1163.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Hambantota,Grade 1,highest,1180.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Kalutara,Grade 1,average,1050.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Kalutara,Grade 1,highest,1080.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Kandy,Grade 1,average,1157.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Kandy,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Kegalle,Grade 1,average,1157.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Kegalle,Grade 1,highest,1175.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Kurunegala,Grade 1,average,1133.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Kurunegala,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Matale,Grade 1,average,1225.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Matale,Grade 1,highest,1230.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Matara,Grade 1,average,1160.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Matara,Grade 1,highest,1160.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Monaragala,Grade 1,average,1205.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Monaragala,Grade 1,highest,1225.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,National,Grade 1,average,1146.71,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,National,Grade 1,highest,1230.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Nuwara Eliya,Grade 1,average,1145.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Nuwara Eliya,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Ratnapura,Grade 1,average,1175.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-11,black_pepper,Sri Lanka,Ratnapura,Grade 1,highest,1190.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Badulla,Grade 1,average,1189.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Badulla,Grade 1,highest,1210.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Colombo,Grade 1,average,1045.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Colombo,Grade 1,highest,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Galle,Grade 1,average,1125.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Galle,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Gampaha,Grade 1,average,1135.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Gampaha,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Hambantota,Grade 1,average,1176.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Hambantota,Grade 1,highest,1180.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Kalutara,Grade 1,average,1080.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Kalutara,Grade 1,highest,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Kandy,Grade 1,average,1152.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Kandy,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Kegalle,Grade 1,average,1143.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Kegalle,Grade 1,highest,1180.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Kurunegala,Grade 1,average,1113.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Kurunegala,Grade 1,highest,1120.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Matale,Grade 1,average,1196.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Matale,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Matara,Grade 1,average,1160.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Matara,Grade 1,highest,1160.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,National,Grade 1,average,1141.85,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,National,Grade 1,highest,1210.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Nuwara Eliya,Grade 1,average,1145.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Nuwara Eliya,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Ratnapura,Grade 1,average,1195.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-18,black_pepper,Sri Lanka,Ratnapura,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Badulla,Grade 1,average,1156.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Badulla,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Colombo,Grade 1,average,1016.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Colombo,Grade 1,highest,1050.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Galle,Grade 1,average,1110.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Galle,Grade 1,highest,1120.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Gampaha,Grade 1,average,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Gampaha,Grade 1,highest,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Hambantota,Grade 1,average,1160.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Hambantota,Grade 1,highest,1170.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Kalutara,Grade 1,average,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Kalutara,Grade 1,highest,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Kandy,Grade 1,average,1164.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Kandy,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Kegalle,Grade 1,average,1163.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Kegalle,Grade 1,highest,1180.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Kurunegala,Grade 1,average,1133.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Kurunegala,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Matale,Grade 1,average,1188.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Matale,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Matara,Grade 1,average,1160.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Matara,Grade 1,highest,1160.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Monaragala,Grade 1,average,1194.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Monaragala,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,National,Grade 1,average,1138.71,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,National,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Nuwara Eliya,Grade 1,average,1155.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Nuwara Eliya,Grade 1,highest,1160.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Ratnapura,Grade 1,average,1172.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-01-25,black_pepper,Sri Lanka,Ratnapura,Grade 1,highest,1180.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Badulla,Grade 1,average,1112.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Badulla,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Colombo,Grade 1,average,1038.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Colombo,Grade 1,highest,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Galle,Grade 1,average,1120.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Galle,Grade 1,highest,1190.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Gampaha,Grade 1,average,1110.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Gampaha,Grade 1,highest,1150.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Hambantota,Grade 1,average,1075.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Hambantota,Grade 1,highest,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Kalutara,Grade 1,average,1043.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Kalutara,Grade 1,highest,1050.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Kandy,Grade 1,average,1126.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Kandy,Grade 1,highest,1200.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Kegalle,Grade 1,average,1100.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Kegalle,Grade 1,highest,1125.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Kurunegala,Grade 1,average,1133.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Kurunegala,Grade 1,highest,1180.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
2022-02-01,black_pepper,Sri Lanka,Matale,Grade 1,average,1127.0,LKR,kg,farm_gate,weekly,Department of Export Agriculture,https://exagri.info/mkt/index.html
